"","add0","add1","add2","add3","mwqg"
"379","보령시","대천동","","동대교",4.33333333333333
"380","보령시","대천동","동대교",NA,4
"381","보령시","미산면","도화담리",NA,1.5
"382","보령시","미산면","풍계리",NA,2.28571428571429
"383","보령시","웅천읍","노천리","노천교",3
"384","보령시","웅천읍","용수리","금고개앞",2.47058823529412
"385","보령시","웅천읍","평나리",NA,2.14285714285714
"386","보성군","겸백면","석호리","숙호교",2.71428571428571
"387","보성군","겸백면","용산리","댐앞",3
"388","보성군","겸백면","용산리","보성강댐앞",4.75
"389","보성군","겸백면","용산리",NA,3.5
"390","보성군","겸백면","평호리","겸백중교앞",2.5
"391","보성군","문덕면","덕지리","문덕교",2
"392","보성군","보성읍","대야리","모령원교",2.875
"393","보은군","내북면","이원리","이원초교",1.33333333333333
"394","보은군","보은읍","죽전리","보은교",2.33333333333333
"395","보은군","수한면","교암리","병원리버스정류장",2
"396","보은군","탄부면","임한리(탄부교)",NA,2
"397","보은군","회남면","회남로","1530(신곡리",2
"398","봉화군","명호면","관창리","양삼교",2.33333333333333
"399","봉화군","석포면","대현리","석포대교",2
"400","봉화군","석포면","승부리(결둔교)",NA,5.33333333333333
"401","봉화군","석포면","승부리(승부역)",NA,4.5
"402","봉화군","소천면","분천리","회룡천말단",2.44444444444444
"403","봉화군","소천면","현동리","현동교",7
"404","부강면","금호리",NA,NA,4
"405","부강면","부강리","","동양시멘트옆",4.1
"406","부강면","부강리","","세월교",4.36363636363636
"407","부안군","동진면","하장리","팔왕교",5
"408","부안군","동진면","하장리","하장제수문",5.5
"409","부안군","변산면","중계리","댐앞",2
"410","부안군","변산면","중계리",NA,2
"411","부안군","상서면","청림리","다리앞　",1.5
"412","부안군","상서면","청림리",NA,2
"413","부여군","규암면","금암리","세월교",3.8
"414","부여군","규암면","모리","모리교",3
"415","부여군","규암면","외리","백제교",3.6
"416","부여군","규암면","호암리","백마강교",5
"417","부여군","석성면","석성리","동성교",5.5
"418","부여군","양화면","내성리","웅포대교",4.4
"419","부여군","장암면","석동리","석동교",5
"420","부여군","장암면",NA,NA,4.5
"421","부여군","초촌면","송정리","군계교",3.85714285714286
"422","부천시","오정구","삼정동","천상교",4.5
"423","부천시","원미구상동(삼산4교)",NA,NA,4.45454545454545
"424","북구","구포동","","구포대교",4.33333333333333
"425","북구","구포동","","덕천교",7
"426","북구","구포동","구포대교",NA,5.5
"427","북구","금곡동","","금곡지하철역",4.125
"428","북구","금호동","561-1","달서천",6
"429","북구","동림동(산동교)",NA,NA,4
"430","북구","명촌동","","명촌대교",2.5
"431","북구","명촌동","명촌대교",NA,3.5
"432","북구","산격동","","무태교",7
"433","북구","신용산길","460","(용전교)",4.375
"434","북구","진장동","","병영교",3
"435","북구","진장동","병영교",NA,4
"436","북구","침산동","침산교",NA,5.5
"437","북구","팔달동","","팔달교",7
"438","북구","팔달동",NA,NA,7
"439","북구","호계동","","신답교",4
"440","북구","호계동","","이화제일APT옆",3
"441","북구","호계동","신답교",NA,4
"442","북구","호계동","이화제일APT옆",NA,5.5
"443","북구","화명동","","화명교",2.66666666666667
"444","사상구","감전동","서부산낙동강교",NA,5.5
"445","사상구","엄궁동","","엄궁교",4
"446","사상구","주례동","","교도소입구",4.5
"447","사상구","학장동","","구덕터널입구",4
"448","사천시","곤명면","연평리",NA,1.5
"449","사천시","곤양면","대진리","사천터널앞　",5
"450","사천시","사천읍","수석리","용당교　",5
"451","사하구","장림동","1118","장림2교",7
"452","사하구","하단동","","을숙도",4.36363636363636
"453","사하구","하단동","방조제앞",NA,3.8695652173913
"454","산청군","금서면","자혜리","자혜교",1
"455","산청군","단성면","묵곡리","묵곡교",2.54545454545455
"456","산청군","단성면","자양리","자양교",1.75
"457","산청군","생초면","어서리","고읍교",2.2
"458","산청군","신안면","하정리","토현교",3
"459","삼척시","남양동","","오십교",1.66666666666667
"460","삼척시","도계읍","신기리","신기교",5.75
"461","삼척시","사직동","","삼척교",1
"462","삼척시","원덕읍","월천리","월천교",4.85714285714286
"463","삼척시","하장면","광동리","댐여수로부근",2.8695652173913
"464","삼척시","하장면","숙암리","하류",1
"465","상주시","낙동면","낙동리","낙단대교",3.28571428571429
"466","상주시","낙동면","낙동리","낙단보",3.33333333333333
"467","상주시","도남동","","상주보",3
"468","상주시","병성동","","승천원",4.55555555555556
"469","상주시","사벌면","퇴강리","상풍교",3
"470","상주시","중동면","상주다인로","392-9(신암리",2.69230769230769
"471","상주시","중동면","우물리","우물교",4.14285714285714
"472","상주시","함창읍","금곡리","금곡교",3.8
"473","서구","가좌동","600-1","중봉대로",7
"474","서구","경서동","","383-2(빈정교)",4.25
"475","서구","경서동","수도권매립지앞",NA,6.25
"476","서구","마륵동","","극락교",6.5
"477","서구","마륵동","극락교",NA,6.66666666666667
"478","서구","봉곡동","","봉곡2교",2.5
"479","서구","서창둑길","25(서창동","598-2)",6.34615384615385
"480","서구","용문동","수침교",NA,2.33333333333333
"481","서구","월평동","","만년교",2.66666666666667
"482","서구","정림동","","가수원교",2
"483","서구","치평동","","하수처리장상류",5.71428571428571
"484","서구","치평동","","하수처리장앞",6.44444444444444
"485","서구","치평동","하수처리장상류","1km",7
"486","서귀포시","서귀동","","서복",4.75
"487","서산시","고북면","사기리",NA,6
"488","서산시","대산읍","운산리",NA,6.14285714285714
"489","서산시","대산읍","화곡리",NA,5.8
"490","서산시","덕지천동","","대교",2.5
"491","서산시","부석면","봉낙리",NA,7
"492","서산시","부석면","창리","댐앞",7
"493","서산시","부석면","취평리","장검교",7
"494","서산시","수석동","","청지천교",7
"495","서산시","인지면","둔당리","둔당교",4.9
"496","서천군","기산면","원길리",NA,4
"497","서천군","마서면","도삼리","금강",6.5
"498","서천군","마서면","신포리","장신교",4.2
"499","서천군","서천읍","오석리","오산교",5.1
"500","서천군","화양면","당선리","방조제앞",5
"501","서천군","화양면","옥포리",NA,5
"502","서천군","화양면","완포리",NA,4
"503","서초구","우면동(우면교)",NA,NA,4.3125
"504","성남시","분당구","구미동(오리교)",NA,4.875
"505","성남시","분당구","동원동(머내2교)",NA,2.27272727272727
"506","성남시","수정구","복정동","대왕교",4.84210526315789
"507","성남시","중원구","성남동","여수대교",3.5
"508","성동구","사근동","","중랑천",3.66666666666667
"509","성동구","사근동","중랑천","합류전",2.5
"510","성동구","성수1동","","성동교",4.5
"511","성동구","성수동","","성수대교",4
"512","성동구","하왕십리동","무학교",NA,1.25
"513","성북구","석관동","중랑천","합류전",7
"514","성주군","가천면","창천리","가천교",5.75
"515","성주군","선남면","선원리","선원교",3
"516","성주군","용암면","동락리","성주군-고령군",4
"517","속초시","장사동",NA,NA,6
"518","속초시","중앙동",NA,NA,4.75
"519","송파구","방이동(서부교)",NA,NA,5.18181818181818
"520","송파구","신천동","","잠실대교",2
"521","수성구","가천동","","가천교",5
"522","수성구","신매동","","신매교",3.8
"523","수성구","신매동","신매교",NA,4.5
"524","수영구","수영동","민락교",NA,5
"525","수원시","권선구","당수동","무명교",6.6
"526","수원시","권선구","서둔동",NA,5.8
"527","수원시","권선구","평리동(배양교)","대황교밑",5.5
"528","수원시","장안구","조원동",NA,3.75
"529","수원시","장안구","하광교동",NA,3.5
"530","수원시","장안구","화서동",NA,5.71428571428571
"531","수원시","팔달구","원천동",NA,5.5
"532","수원시","팔달구","이의동",NA,2
"533","순창군","구림면","안정리","미륵2교",2.1
"534","순창군","동계면","서호리","서호교",3.11111111111111
"535","순창군","유등면","유촌리","책암교",2.54545454545455
"536","순창군","적성면","고원리","적성교",1.75
"537","순천시","교량동","","동천과",6.33333333333333
"538","순천시","교량동","동천과","이사천",7
"539","순천시","상사면","용계리","댐앞",2
"540","순천시","상사면","용계리","주암역조정지댐",2
"541","순천시","송광면","대곡리","곡천2교",2
"542","순천시","승주읍","신성리","송전교",2
"543","순천시","승주읍","유평리",NA,2
"544","순천시","주암면","대광리","댐앞",2.18181818181818
"545","순천시","홍래동","","동천교",4.33333333333333
"546","순천시","홍래동","동천교",NA,4
"547","시흥시","정왕동","2207-16","군자8교",7
"548","시흥시","정왕동","2207-8","옥구8교",7
"549","신안군","압해면","복룡리",NA,7
"550","아산시","배방읍","구령리","1320",5.33333333333333
"551","아산시","배방읍","세교리","493",6
"552","아산시","배방읍","세교리(세월교)",NA,7
"553","아산시","배방읍","휴대리","휴대교",5
"554","아산시","선장면","군덕리",NA,4
"555","아산시","염치읍","강청리","강청교",5.83333333333333
"556","아산시","인주면","대음리",NA,6
"557","아산시","인주면","문방리","방조제",5.5
"558","안동시","길안면","지례리",NA,3.25
"559","안동시","남후면","검암리","검암교",3.2
"560","안동시","남후면","단호리","단호교",3.14285714285714
"561","안동시","상아동","석주로","264(상아동",4.55555555555556
"562","안동시","성곡동","댐앞",NA,2.24
"563","안동시","송천동(포진교","상류","500m지점)",2.66666666666667
"564","안동시","옥야동","","안동교",5.5
"565","안동시","용상동","용정교",NA,4.125
"566","안동시","일직면","귀미리","팽목교",2.16666666666667
"567","안동시","임동면","마동",NA,2
"568","안동시","임동면","중평리","중평교",3.75
"569","안동시","임하면","노산동",NA,2
"570","안동시","임하면","배방리","무명교",3.125
"571","안동시","임하면","신덕리","신덕교",5.75
"572","안동시","임하면","천전리","댐앞",3.9047619047619
"573","안동시","풍산읍","막곡리(송야천교)","송야천교",3.74285714285714
"574","안동시","풍산읍","하리리","하리교",3.2
"575","안동시","풍천면","구담리","구담교",3.5
"576","안동시","풍천면","구호리","구호교",5.5
"577","안동시","풍천면","신성리","신성교",3.15384615384615
"578","안동시","풍천면","신성리","안동시-예천군",3.11111111111111
"579","안산시","단원구","성곡동","776",7
"580","안산시","단원구","성곡동","780",7
"581","안산시단원구","성곡동","789","시흥6교",7
"582","안성시","고삼면","신창리",NA,4
"583","안성시","공도읍","건천리","안성천교",5.85714285714286
"584","안성시","금광면","","안성교",4.75
"585","안성시","금광면","안성교",NA,3
"586","안성시","미양면","정동리","494-5",7
"587","안성시","양성면","난실리","난실교",4.79166666666667
"588","안성시","양성면","쌍지리",NA,4
"589","안성시","일죽면","방초리(아송교)",NA,4.94736842105263
"590","안성시","일죽면","주천리",NA,3.7
"591","안양시","동안구","관양동(인덕원교)",NA,4.3
"592","안양시","동안구","호계동","호계교",4
"593","안양시","동안구","호계동(산본2교)",NA,4.9375
"594","안양시","동안구","호계동(호계교)",NA,5.07692307692308
"595","안양시","비산동","","비산대교",4
"596","안양시","비산동","비산대교",NA,7
"597","양구군","남면","석현리","양구선착장앞",2
"598","양구군","방산면","천미리","댐앞",2
"599","양구군","양구읍","정림리","정림교",2
"600","양산시","교동","","영대교",3
"601","양산시","덕계동",NA,NA,5
"602","양산시","동면","가산리","호포교",4.14285714285714
"603","양산시","물금읍","물금리","물금",4.11111111111111
"604","양산시","상북면","소토리","효성교",4.5
"605","양산시","원동면","대리","고점교",1.7
"606","양산시","원동면","선리","",1.25
"607","양산시","원동면","선리","Paraiso앞:배내계곡",1
"608","양산시","원동면",NA,NA,1.25
"609","양양군","서면","용천리","용천교",2
"610","양양군","양양읍","남문리","양양교",2
"611","양양군","현남면","전포매리",NA,3
"612","양주시","덕정동",NA,NA,6.25
"613","양주시","마전동(암매교)",NA,NA,3.31818181818182
"614","양주시","백석읍","기산리(기산교)",NA,2
"615","양주시","봉양동(소래교)",NA,NA,4.66666666666667
"616","양주시","은현면","선암리","",7
"617","양천구","목동","","양화교",5
"618","양평군","강상면","교평리","양평교",2.95454545454545
"619","양평군","강상면","세월리(전북교)",NA,1.75
"620","양평군","강하면","전수리(전수교)",NA,2.5
"621","양평군","개군면","공세리","흑천교",3.57894736842105
"622","양평군","서종면","노문리(갈문다리교)",NA,4.36
"623","양평군","서종면","문호리(문호교)",NA,3.22222222222222
"624","양평군","서종면","수입리","수입교",5.75
"625","양평군","양서면","신원리","월계사앞",3.48148148148148
"626","양평군","양서면","양수리","한강물환경연구소앞",2.46875
"627","양평군","양서면","용담리(용담교)",NA,2
"628","양평군","양평읍","원덕리(원덕교)",NA,3.66666666666667
"629","양평군","옥천면","아신리","다루레기나루터",3.12658227848101
"630","양평군","옥천면","옥천리(옥천교)",NA,4.16666666666667
"631","양평군","용문면","광탄리","광탄교",4.5
"632","양평군","지평면","곡수리(곡수교)",NA,3
"633","여수시","돌산읍","우두리","도실삼거리",3.57142857142857
"634","여수시","월내동","1031-2","간선수로",7
"635","여수시","월내동","4-5","상암천",4.75
"636","여수시","월하동","200-143","남수천",7
"637","여수시","중흥동","274-9","중흥천",6.75
"638","여주군","능서면","내양리","양화나루",3.46153846153846
"639","여주군","능서면","내양리","흥서교",5.4375
"640","여주군","능서면","번도리","길천교",4
"641","여주군","대신면","보통리","양촌교",3.2
"642","여주군","대신면","천남리","여주보",3.66666666666667
"643","여주군","대신면","천서리","이포대교,",4.5
"644","여주군","대신면","천서리","이포대교.",3.1
"645","여주군","북내면","가정리","금당교",3.28571428571429
"646","여주군","여주읍","단현리","강천보",2.5
"647","여주군","여주읍","홍문리","여주교",2
"648","여주군","점동면","원부리(원부교)",NA,5.24
"649","여주군","흥천면","효지리","흥천교",6
"650","여주시","가남면","상활리(상활교)",NA,5.05882352941176
"651","여주시","강천면","섬강로","287(강천리",4.90909090909091
"652","여주시","금사면","금사리(금사교)",NA,3
"653","여주시","능서면","백석리(율극교)",NA,5.38461538461539
"654","여주시","북내면","주암리(지산4교)",NA,1.94117647058824
"655","여주시","점동면","점동로","574-3(삼합리",4.83333333333333
"656","여주시","흥천면","다대리(흥천대교)",NA,5
"657","여주시","흥천면","상백리(상백교)","상백교",5.3
"658","연기면","갈매로","169(세종리","551-25.",4.625
"659","연기면","세종리","","송학교",5.14285714285714
"660","연동면","부래미","앞들길","122-34(합강리",5.28571428571429
"661","연동면","예양리","","미호교",5.22222222222222
"662","연서면","봉암리","1042","무명교",5
"663","연천군","군남면","남계리(임진나루터)","임진나루터",3
"664","연천군","왕징면","무등리","임진교",2.42857142857143
"665","연천군","장남면","원당리(사미천교)",NA,1.66666666666667
"666","연천군","전곡읍","마포리",NA,4.06666666666667
"667","연천군","전곡읍","온대리",NA,2.5
"668","연천군","전곡읍","전곡리","고탄교",3.66666666666667
"669","연천군","전곡읍","전곡리","사랑교",3.25
"670","연천군","청산면","대전광역시리","대전교",6.42857142857143
"671","연천군","청산면","백의리","백의교",4.37037037037037
"672","연천군","청산면","초성리((구)초성교)",NA,6.33333333333333
"673","연천군","청산면","초성리(강서교)",NA,7
"674","영광군","영광읍","덕호리","와탄교",6
"675","영덕군","병곡면","송천리","송천교",5
"676","영덕군","영덕읍","남산리","영덕대교",1
"677","영동군","매곡면","장척리","내장교",2
"678","영동군","매곡면",NA,NA,2.57142857142857
"679","영동군","심천면","고당리","양강교",2
"680","영동군","심천면","심천리","심천교",2.5
"681","영동군","심천면","초강리","초강교",3.38461538461538
"682","영동군","영동읍","부용리",NA,3.71428571428571
"683","영동군","황간면","금계리","용암교",2.5
"684","영동군","황간면","우매리(반야사","상류",4.1
"685","영등포구","양평동","","성산대교",7
"686","영암군","군서면","","해창교",4
"687","영암군","금정면","연소리","한대교",2.3125
"688","영암군","삼호읍","난전리","1687-1",4
"689","영암군","삼호읍","산호리","영암연락수로",3.7
"690","영암군","삼호읍","용당리","배수갑문앞",3.36842105263158
"691","영암군","서호면","금강리","닭머리앞",4.46153846153846
"692","영암군","시종면","구산리",NA,6.16666666666667
"693","영암군","시종면","신학리",NA,6
"694","영양군","영양읍","현리","양평교",2
"695","영양군","입암면","흥구리","홍구교",2.44444444444444
"696","영월군","김삿갓면","옥동리","옥동교",6
"697","영월군","남면","연당리","연당교",3.66666666666667
"698","영월군","상동읍","천평리",NA,4
"699","영월군","영월읍","덕포리","덕삼교",1
"700","영월군","영월읍","삼옥리","삼옥교",2
"701","영월군","영월읍","정양리","팔흥교",5.28571428571429
"702","영월군","영월읍","하송리","팔괴교",4.2
"703","영월군","한반도면","신천리","신천교",4.6
"704","영주시","문수면","월호리","월호교",2.81818181818182
"705","영주시","문수면","탄산리","승평교",2.75
"706","영주시","이산면","석포리","1449-1",4
"707","영주시","이산면","신천리","1273-36",4.83333333333333
"708","영주시","장수면","소룡리","무명교",2.83333333333333
"709","영주시","평온면","천본리","와평교",2.75
"710","영주시","평은면","강동리","1283-2",4.6
"711","영주시","평은면","용혈리","미림교",4.66666666666667
"712","영주시","평은면","용혈리","산",5
"713","영천시","금호읍","신대리","신대잠수교",5.11111111111111
"714","영천시","서산동","","서산교",4.14285714285714
"715","영천시","서산동","서산교",NA,3.5
"716","영천시","임고면","삼매리","삼매교",3.8695652173913
"717","영천시","자양면","삼매동","댐앞",3.8
"718","영천시","자양면","용산동","상기교",4.4
"719","영천시","자양면","충효리","도일교",1
"720","영천시","청통면","죽정리","송천교",3.85714285714286
"721","영천시","화북면","입석리","604-2",4
"722","예산군","고덕면","구만리","구만교",4
"723","예산군","광시면","동산리","동산교",4.5
"724","예산군","광시면","신대리","신대교",3
"725","예산군","대흥면","송지리",NA,4
"726","예산군","대흥면","지곡리","댐앞",5.28571428571429
"727","예산군","삽교읍","두리","충의대교",4
"728","예산군","예산읍","창소리","신례원교",5.8
"729","예천군","감천면","벌방리","벌방교",2.33333333333333
"730","예천군","개포면","경진리","경진교",3.66666666666667
"731","예천군","개포면","동송리","내성천",2
"732","예천군","보문면","우래리","우래교",3.5
"733","예천군","용궁면","무이리","금천교하류1㎞",2.875
"734","예천군","용궁면","송암리","송암교",4.5
"735","예천군","용궁면","향석리","성저교",2.71428571428571
"736","예천군","지보면","마전리","지인교",3
"737","예천군","풍양면","삼강리","삼강교.",5
"738","예천군","풍양면","하풍리","영풍교",4
"739","예천군","호명면","월포리","고평교",3
"740","오산시","누읍동","","무명교.",5.83333333333333
"741","오산시","은계동","","금오대교",4.16666666666667
"742","옥천군","군북면","대정리",NA,2.61111111111111
"743","옥천군","군북면","옥지로","357(지오리",1.5
"744","옥천군","동이면","우산리",NA,2
"745","옥천군","동이면","적하리",NA,2.71428571428571
"746","옥천군","안내면","장계리","장계교",3.53846153846154
"747","옥천군","이원면","이원심천로","56(원동리",2
"748","옥천군","청산면","대성리","대성리암",2.85714285714286
"749","옥천군","청성면","고당리",NA,2
"750","완도군","군외면","대문리","대문교",2
"751","완주군","고산면","성내리","오성교",4.5
"752","완주군","동상면","대아리","댐앞",1
"753","완주군","동상면","대아리",NA,1.42857142857143
"754","완주군","삼례읍","","삼선철교",3.5
"755","완주군","삼례읍","석전리","331-50",3
"756","완주군","소양면","황운리","황운교",2
"757","완주군","용진면","상운리","소양교",2
"758","완주군","화산면","운제리","댐앞",4
"759","완주군","화산면","운제리","먹머리골앞",2
"760","용산구","이촌동","","한강대교",4.18181818181818
"761","용산구","이촌동","한강대교",NA,3
"762","용산구","한남동","","한남대교",4
"763","용인시","기흥구","농서동","영천교",4.75
"764","용인시","기흥구",NA,NA,7
"765","용인시","기흥읍","공세리",NA,4.69230769230769
"766","용인시","기흥읍","농서리",NA,4.5
"767","용인시","기흥읍","하갈리","일양약품",4.85714285714286
"768","용인시","모현면","왕산리","왕산교",3.33333333333333
"769","용인시","이동면","송전리",NA,3
"770","용인시","처인구","김량장동(마평교)","마평교",3
"771","용인시","처인구","남사면","봉명리",4.71428571428571
"772","용인시","처인구","남사면","원암리",5.16666666666667
"773","용인시","처인구","모현면","능원리(선죽교)",2.45454545454545
"774","용인시","처인구","모현면","매산리(매산교)",3.63636363636364
"775","용인시","처인구","모현면","초부리(초부교)",3.33333333333333
"776","용인시","처인구","운학동","삼삼교",1.25
"777","용인시","포곡면","삼계리","삼계교",3
"778","울주군","두동면","삼정리",NA,3.125
"779","울주군","두동면","천전리","댐하류",3.47058823529412
"780","울주군","두서면","미호리",NA,3.66666666666667
"781","울주군","범서면","사연리","댐앞",3.22222222222222
"782","울주군","범서읍","구영리","구영교",2.28571428571429
"783","울주군","범서읍","망성리","망성교",2.8
"784","울주군","삼남면","신화리","쌍수보",2.57142857142857
"785","울주군","삼동면","작동리","작동교",5.33333333333333
"786","울주군","삼동면","하잠리","대암댐상류",3.33333333333333
"787","울주군","상북면","길천리","지헌교",1.71428571428571
"788","울주군","상북면","덕현리","청운교",1.625
"789","울주군","상북면","소호리","무명교",1.84615384615385
"790","울주군","언양읍","구수리","댐앞",3.27272727272727
"791","울주군","언양읍","구수리",NA,2.52380952380952
"792","울주군","언양읍","대곡리","화랑벽화",2.8
"793","울주군","언양읍","반송리","구수교",2.8
"794","울주군","언양읍","반송리","대암교",3.25
"795","울주군","언양읍","반연리",NA,3.21052631578947
"796","울주군","온산읍","산암리","950",6
"797","울주군","온산읍","삼평리","상회2교",4.25
"798","울주군","온산읍","원산리","1206",3
"799","울주군","온산읍","이진리","147-1",6.5
"800","울주군","웅촌면","곡천리","초전교",3.66666666666667
"801","울주군","웅촌면","대대리","회야교",1
"802","울주군","청량면","방류구","부근",3
"803","울주군","청량면","상남리","1-7",4
"804","울주군","청량면","상남리","100-8",7
"805","울주군","청량면","취수탑","부근",3.66666666666667
"806","울진군","서면","전곡리","",2
"807","울진근","근남면","수산시","수산교　",5.33333333333333
"808","원주시","개운동","","치악교",7
"809","원주시","문막읍","","동화교",2.5
"810","원주시","문막읍","문막리","문막교",3
"811","원주시","문막읍","반계리(도전2교)",NA,1.85
"812","원주시","부론면","단강리","덕은교",3.8
"813","원주시","부론면","법천리","남한강대교",5.75
"814","원주시","지정면","간현리","지정대교",4
"815","원주시","지정면","판대리",NA,2.375
"816","원주시","호저면","옥산리","옥산교",4.36842105263158
"817","원주시","호저면","주산리","188-8",5.25
"818","유성구","문평동","","금강합류",5
"819","유성구","문평동","금강합류","0.5㎞전",5.75
"820","유성구","신구교",NA,NA,5.5
"821","유성구","전민동","","갑천교",4
"822","음성군","감곡면","왕장리","44-1",5.75
"823","음성군","대소면","내산리","491",4.57142857142857
"824","음성군","삼성면","천평리",NA,7
"825","의령군","낙서면","상포리(상포교)","상포교",3
"826","의령군","의령읍","정암리","백야교",5
"827","의령군","의령읍","정암리","정암철교",3.5
"828","의령군","지정면","함의로","1164-5(마산리",3
"829","의성군","다인면","산내리(용승교)","무명교",4
"830","의성군","단밀면","속암리","단밀잠수교",4
"831","의성군","비안면","쌍계리","쌍계초교앞",2.5
"832","의왕시","삼동","","금천2교",4.57142857142857
"833","의정부시","신곡동","","신곡교",4.33333333333333
"834","의정부시","신곡동","신곡교",NA,4
"835","이천시","마장면","양촌리(봉바위교)",NA,4
"836","이천시","부발읍","무촌리","제방",5.66666666666667
"837","이천시","율면","신추리(행죽보)",NA,5.13636363636364
"838","이천시","율면","총곡리(충곡교)",NA,2.9375
"839","이천시","장호원읍","장호원리",NA,3
"840","이천시","장호원읍","장호원리(익금2교)",NA,4.10714285714286
"841","익산시","금강동","922-2","신기교",6.33333333333333
"842","익산시","성당면","부곡리","연동교",7
"843","익산시","춘포면","오산리","948-14",5.66666666666667
"844","익산시","춘포면","용연리","용연교",4
"845","익산시","춘포면","인수리","인수교",3
"846","인제군","남면","부평리","신남선착장앞",2.52941176470588
"847","인제군","남면","상수내리","양구교",2.35294117647059
"848","인제군","북면","한계리",NA,1.5
"849","인제군","인제읍","고사리","무명교",3.66666666666667
"850","인제군","인제읍","남북리","사구미교",1
"851","인제군","인제읍","덕산리","리빙스톤교",3.55555555555556
"852","인제군","인제읍","합강리","합강교",3
"853","임실군","강진면","용수리","댐앞",3
"854","임실군","강진면","용수리","섬진강댐",3
"855","임실군","관촌면","방수리","회초천합류전",2.16666666666667
"856","임실군","삼계면","후천리","광제3교",2.42857142857143
"857","임실군","운암면","운정리","운암수갱앞",3
"858","임실군","운암면","학암리","임운교",2
"859","장군면","도계리","","대교",2.33333333333333
"860","장군면","석장리",NA,NA,4.28571428571429
"861","장성군","남면","행정리","월정1교",4.6
"862","장성군","북하면","대흥리","용산교",1.27272727272727
"863","장성군","삼계면","덕산리","댐앞",2.5
"864","장성군","장성읍","봉덕리","댐앞",2.52173913043478
"865","장성군","장성읍","영천리","진두보",2.5
"866","장성군","장성읍","용강리",NA,2.42857142857143
"867","장성군","진원면","산동리","새마을교",3.42857142857143
"868","장성군","진원면","학림리","마을교량",4.14285714285714
"869","장성군","황룡면","장산리","제2황룡교",2
"870","장수군","번암면","죽림리",NA,1.6
"871","장수군","산서면","사상리","영천교",2.23076923076923
"872","장흥군","부산광역시면","기동리","별천교",2.5
"873","장흥군","유치면","관동리",NA,5
"874","장흥군","유치면","대리","댐앞",2.63157894736842
"875","장흥군","유치면","덕산리",NA,3.26923076923077
"876","장흥군","유치면","신월리",NA,2.84
"877","장흥군","유치면","용문리",NA,3.90909090909091
"878","장흥군","유치면","운월리","운월교",2.25
"879","장흥군","유치면",NA,NA,2.5
"880","장흥군","장흥읍","순지리","세월교",3.28571428571429
"881","장흥군","장흥읍","순지리",NA,3
"882","전주시","덕진구","고랑동","미산교",6.4
"883","전주시","덕진구","전미동1가","하리교",3.55555555555556
"884","전주시","덕진구","팔복동","960-11",5
"885","전주시","덕진구","팔복동2가","추천대교",3
"886","전주시","완산구","다가동","다가교",2
"887","전주시","완산구","덕진구","진북동",2
"888","전주시","완산구","동서학동","승암교",1
"889","전주시","완산구","서신동","",2
"890","전주시","완산구","서신동","서곡교",3.33333333333333
"891","전주시","완산구","평화동3가","삼천취수장",3
"892","전주시","완산구","효자동2가","이동교",3.5
"893","정선군","남면","낙동리","낙동교",7
"894","정선군","북평면","나전리","나전교",4.9375
"895","정선군","북평면","남평리","남평대교",4.87096774193548
"896","정선군","사북읍","사북리","사북1교",1
"897","정선군","여량면","여량리","여량1교",5.75
"898","정선군","여량면","유천리","송천교",4
"899","정선군","정선읍","광하리","광하교",7
"900","정선군","정선읍","봉양리","정선제1교",4.25
"901","정선군","정선읍","봉양리","정선제2교",2
"902","정선군","정선읍","애산리","애산교",1.5
"903","정읍시","공평동","","해평교",4
"904","정읍시","산내면","매죽리","매죽교",2
"905","정읍시","산내면","장면리","사승나루터앞",2.875
"906","정읍시","송산동","송령교",NA,2
"907","정읍시","신태인읍","","신태인대교",2
"908","정읍시","신태인읍","구석리","궁사교",5
"909","정읍시","연지동","","연지교",2
"910","정읍시","영원면","앵성리","앵성교",5.66666666666667
"911","정읍시","옹동면","산성리","행정교",2
"912","정읍시","이평면","하송리","만석대교",4.8
"913","정읍시","하모동","","모촌교",2
"914","제주특별자치시시","외도일동","","외도교",3
"915","제주특별자치시시","한림읍","옹포리","월계교",4
"916","제천시","백운면","평동리","평동교",2.71428571428571
"917","제천시","봉양읍","연박리","연박2교",4
"918","제천시","영천동","","신동대교",5
"919","제천시","영천동","신동대교",NA,5
"920","제천시","청풍면","양평리","청풍교",2.6
"921","제천시","한수면","황강리","황강나루",2.5
"922","조치원읍","번암리","세월교",NA,4.125
"923","조치원읍","상리","","조천교",3
"924","중구","다운동(척과교)","전원교",NA,1.5
"925","중구","무교동","","모전교",2
"926","중구","무교동","모전교",NA,1.5
"927","중구","반구동","","내황교",3
"928","중구","반구동","내황교",NA,4
"929","중구","산성동","","버드내다리",2
"930","중구","선화동","","영교",2.33333333333333
"931","중구","옥계동","","옥계교",2
"932","중구","유천동","유등교",NA,2
"933","중구","침산동","","침산교",2
"934","증평군","증평읍","초중리","증평대교",3.33333333333333
"935","진도군","진도읍","남동리","쉬미제방",4
"936","진안군","상전면","항동리",NA,2
"937","진안군","안천면","삼락리","댐앞",2
"938","진안군","안천면","승금리",NA,2
"939","진안군","용담면","송풍리","신감동교",2.85714285714286
"940","진안군","정천면","모정리",NA,1.76923076923077
"941","진안군","정천면","월평리","구암교",1.8
"942","진안군","진안읍","가막리","가막교",2.66666666666667
"943","진안군","진안읍","운산리",NA,3.5
"944","진주시","금곡면","동례리","엄정교",3.47058823529412
"945","진주시","내동면","","오목교",2
